full_date,date,weekday,time,mood,activities,note_title,note
2021-09-01,September 1,Wednesday,9:02 PM,awful,"","",""
2021-09-01,September 1,Wednesday,9:00 AM,good,"good sleep","",""
2021-08-31,August 31,Tuesday,9:21 PM,good,"medium sleep","",""
2021-08-31,August 31,Tuesday,9:00 AM,good,"medium sleep","",""
2021-08-30,August 30,Monday,9:22 PM,good,"bad sleep","",""
2021-08-30,August 30,Monday,9:24 AM,meh,"good sleep","",""
2021-08-29,August 29,Sunday,9:00 PM,bad,"bad sleep","",""
2021-08-28,August 28,Saturday,9:03 PM,good,"medium sleep | drink water","",""
2021-08-28,August 28,Saturday,9:27 AM,good,"medium sleep | drink water","",""
2021-08-27,August 27,Friday,9:01 PM,good,"","",""
2021-08-27,August 27,Friday,9:06 AM,good,"bad sleep","",""
2021-08-26,August 26,Thursday,9:00 PM,good,"","",""
2021-08-26,August 26,Thursday,9:00 AM,meh,"medium sleep","",""
2021-08-25,August 25,Wednesday,9:02 PM,good,"medium sleep | exercise | eat healthy | drink water","",""
2021-08-25,August 25,Wednesday,9:00 AM,bad,"medium sleep | exercise","",""
2021-08-24,August 24,Tuesday,9:00 AM,good,"","",""
2021-08-23,August 23,Monday,9:17 PM,bad,"Code","",""
2021-08-23,August 23,Monday,10:30 AM,good,"good sleep","",""
2021-08-22,August 22,Sunday,9:00 PM,meh,"bad sleep | Code","",""
2021-08-22,August 22,Sunday,9:00 AM,meh,"bad sleep","",""
2021-08-21,August 21,Saturday,9:27 PM,good,"","",""
2021-08-21,August 21,Saturday,9:00 AM,good,"medium sleep | Code","",""
2021-08-20,August 20,Friday,8:00 PM,good,"","",""
2021-08-19,August 19,Thursday,9:00 PM,good,"","",""
2021-08-19,August 19,Thursday,9:02 AM,meh,"medium sleep | Code","",""
2021-08-18,August 18,Wednesday,9:00 AM,good,"sleep early | exercise | drink water | Code","",""
2021-08-17,August 17,Tuesday,9:00 PM,meh,"","",""
2021-08-17,August 17,Tuesday,3:57 PM,meh,"","",""
2021-08-17,August 17,Tuesday,9:54 AM,meh,"bad sleep | eat healthy | Code","",""
2021-08-16,August 16,Monday,9:00 PM,good,"good sleep | drink water | Code","",""
2021-08-16,August 16,Monday,9:00 AM,meh,"good sleep | Code","",""
2021-08-15,August 15,Sunday,9:00 PM,good,"good sleep | exercise | walk | Code","",""
2021-08-15,August 15,Sunday,9:00 AM,meh,"good sleep | eat healthy | drink water | Code","",""
2021-08-14,August 14,Saturday,9:00 PM,good,"medium sleep | Code","",""
2021-08-14,August 14,Saturday,9:00 AM,meh,"good sleep | eat healthy | Code","",""
2021-08-13,August 13,Friday,9:13 PM,meh,"","",""
2021-08-13,August 13,Friday,2:04 PM,good,"good sleep | walk","",""
2021-08-12,August 12,Thursday,8:55 PM,meh,"eat healthy","",""
2021-08-12,August 12,Thursday,5:32 PM,meh,"eat healthy","",""
2021-08-12,August 12,Thursday,9:00 AM,good,"drink water | Code","",""
2021-08-12,August 12,Thursday,8:06 AM,good,"medium sleep | drink water","",""
2021-08-11,August 11,Wednesday,8:59 AM,good,"bad sleep","","Coding with a stomach ache, but surprisingly well"
2021-08-10,August 10,Tuesday,9:00 PM,good,"exercise | eat healthy | drink water | walk","",""
2021-08-10,August 10,Tuesday,2:58 PM,good,"good sleep | exercise | eat healthy | drink water | kindness","",""
